"Name","Live Bytes","Live Objects"
"org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer$$Lambda$425.0x0000000800dcc320","16 B (0 %)","1 (0 %)"
"java.nio.channels.spi.SelectorProvider$Holder$$Lambda$582.0x0000000800e61298","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$117.0x0000000800c1b858","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$450.0x0000000800dcf770","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$Mappings$$Lambda$161.0x0000000800c67470","16 B (0 %)","1 (0 %)"
"org.springframework.beans.ExtendedBeanInfoFactory","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.FixedValueGenerator","16 B (0 %)","1 (0 %)"
"javax.management.MBeanServerBuilder","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$478.0x0000000800dd3698","16 B (0 %)","1 (0 %)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$274.0x0000000800d07360","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafTemplateAvailabilityProvider","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar$$Lambda$353.0x0000000800d62db0","16 B (0 %)","1 (0 %)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$104.0x0000000800bf8930","16 B (0 %)","1 (0 %)"
"sun.nio.fs.NativeBuffers$1","16 B (0 %)","1 (0 %)"
"org.springframework.core.log.CompositeLog$$Lambda$220.0x0000000800cad630","16 B (0 %)","1 (0 %)"
"org.thymeleaf.util.ProcessorComparators$PostProcessorPrecedenceComparator","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$433.0x0000000800dcd470","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.UnknownSerializer","16 B (0 %)","1 (0 %)"
"org.springframework.boot.logging.logback.LogbackLoggingSystem","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$292.0x0000000800d1dd08","16 B (0 %)","1 (0 %)"
"java.lang.reflect.Proxy$ProxyBuilder$$Lambda$295.0x0000000800d22b08","16 B (0 %)","1 (0 %)"
"java.nio.file.attribute.FileAttribute[]","16 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.expression.Mvc$Spring41MvcUriComponentsBuilderDelegate","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.YearKeyDeserializer","16 B (0 %)","1 (0 %)"
"java.util.logging.Level$$Lambda$45.0x0000000800b98940","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl$$Lambda$86.0x0000000800bd1678","16 B (0 %)","1 (0 %)"
"java.net.InetAddress$PlatformNameService","16 B (0 %)","1 (0 %)"
"org.thymeleaf.EngineConfiguration$LinkBuilderComparator","16 B (0 %)","1 (0 %)"
"org.springframework.http.MediaType$$Lambda$219.0x0000000800ca3b80","16 B (0 %)","1 (0 %)"
"ch.qos.logback.core.spi.AppenderAttachableImpl","16 B (0 %)","1 (0 %)"
"java.net.URI$1","16 B (0 %)","1 (0 %)"
"java.util.function.Function$$Lambda$23.0x0000000800b79680","16 B (0 %)","1 (0 %)"
"sun.util.calendar.Gregorian","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.logging.LoggingApplicationListener$$Lambda$212.0x0000000800c9fbe0","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.websocket.server.WsContextListener","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatter$$Lambda$152.0x0000000800c5e120","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.StdKeySerializer","16 B (0 %)","1 (0 %)"
"java.lang.ref.Reference$1","16 B (0 %)","1 (0 %)"
"org.thymeleaf.processor.templateboundaries.ITemplateBoundariesProcessor[]","16 B (0 %)","1 (0 %)"
"org.springframework.boot.logging.LoggerConfigurationComparator","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.AnnotationTypeMapping$$Lambda$248.0x0000000800cf96a0","16 B (0 %)","1 (0 %)"
"org.springframework.http.converter.xml.SourceHttpMessageConverter$$Lambda$227.0x0000000800caf688","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.FileEncodingApplicationListener","16 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.PeriodToStringConverter","16 B (0 %)","1 (0 %)"
"jdk.internal.module.DefaultRoots$$Lambda$9.0x0000000800b54e80","16 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConfigurationClassParser$$Lambda$303.0x0000000800d2ad88","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.MergedAnnotationSelectors$Nearest","16 B (0 %)","1 (0 %)"
"java.time.LocalDateTime[]","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.BoundConfigurationProperties","16 B (0 %)","1 (0 %)"
"java.util.Locale$Builder","16 B (0 %)","1 (0 %)"
"org.springframework.boot.StartupInfoLogger$$Lambda$241.0x0000000800ce0eb8","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl$2$$Lambda$91.0x0000000800bd4920","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$168.0x0000000800c716e0","16 B (0 %)","1 (0 %)"
"org.attoparser.HtmlElement","16 B (0 %)","1 (0 %)"
"java.io.FilePermission$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.condition.OnResourceCondition","16 B (0 %)","1 (0 %)"
"org.springframework.core.log.CompositeLog$$Lambda$221.0x0000000800cad878","16 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.expression.SpringStandardConversionService","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.request.async.TimeoutCallableProcessingInterceptor","16 B (0 %)","1 (0 %)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0 %)","1 (0 %)"
"org.springframework.context.expression.StandardBeanExpressionResolver$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda$155.0x0000000800c64628","16 B (0 %)","1 (0 %)"
"org.springframework.context.expression.BeanFactoryResolver","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$512.0x0000000800e22c08","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.theme.FixedThemeResolver","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$139.0x0000000800c39c10","16 B (0 %)","1 (0 %)"
"sun.rmi.server.Util$$Lambda$68.0x0000000800bae7a0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.SessionStoreDirectory","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.RepeatableContainers$NoRepeatableContainers","16 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0 %)","1 (0 %)"
"org.apache.commons.logging.impl.NoOpLog","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$452.0x0000000800dcfbd8","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$510.0x0000000800e21b10","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$592.0x0000000800e6de18","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.MethodInterceptorGenerator$1","16 B (0 %)","1 (0 %)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0 %)","1 (0 %)"
"java.lang.ProcessEnvironment$NameComparator","16 B (0 %)","1 (0 %)"
"java.lang.ClassValue$Identity","16 B (0 %)","1 (0 %)"
"org.springframework.web.accept.ContentNegotiationManager$$Lambda$538.0x0000000800e3d1f8","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.NioBlockingSelector$KeyReference","16 B (0 %)","1 (0 %)"
"jdk.internal.misc.TerminatingThreadLocal$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.liquibase.LiquibaseServiceLocatorApplicationListener","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$457.0x0000000800dd0910","16 B (0 %)","1 (0 %)"
"java.beans.Introspector$1","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$262.0x0000000800d04638","16 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.request.async.CallableProcessingInterceptor[]","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.StringSerializer","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.ReflectionFactory","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$NoOpValidator","16 B (0 %)","1 (0 %)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$251.0x0000000800cfbca8","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$83.0x0000000800bcc8c8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.LenientObjectToEnumConverterFactory$LenientToEnumConverter$$Lambda$200.0x0000000800c8c8f8","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator","16 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.serializer.StandardCSSSerializer","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateKeyDeserializer","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$385.0x0000000800dc4958","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.request.SessionScope","16 B (0 %)","1 (0 %)"
"sun.nio.ch.Util$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration","16 B (0 %)","1 (0 %)"
"sun.reflect.generics.tree.BottomSignature","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.error.DefaultErrorAttributes","16 B (0 %)","1 (0 %)"
"org.slf4j.impl.StaticMDCBinder","16 B (0 %)","1 (0 %)"
"java.math.BigDecimal$1","16 B (0 %)","1 (0 %)"
"jdk.internal.jimage.ImageReaderFactory$1","16 B (0 %)","1 (0 %)"
"java.util.Hashtable$KeySet","16 B (0 %)","1 (0 %)"
"org.apache.coyote.AbstractProtocol$2","16 B (0 %)","1 (0 %)"
"org.apache.coyote.AbstractProtocol$1","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$268.0x0000000800cb4530","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.CoyoteAdapter","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeTextProvider$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$EmptyHandler","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.ContextIdApplicationContextInitializer","16 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$$Lambda$302.0x0000000800d2a4a0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition$Spec$$Lambda$346.0x0000000800d5d1e8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration","16 B (0 %)","1 (0 %)"
"jdk.internal.util.Preconditions$1","16 B (0 %)","1 (0 %)"
"sun.nio.ch.FileChannelImpl$2","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.context.ServerPortInfoApplicationContextInitializer","16 B (0 %)","1 (0 %)"
"sun.nio.ch.FileChannelImpl$1","16 B (0 %)","1 (0 %)"
"org.springframework.core.log.CompositeLog$$Lambda$222.0x0000000800cadcb8","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl$$Lambda$90.0x0000000800bd42e8","16 B (0 %)","1 (0 %)"
"org.springframework.http.MediaTypeFactory$$Lambda$614.0x0000000800ef9910","16 B (0 %)","1 (0 %)"
"org.springframework.web.accept.MappingMediaTypeFileExtensionResolver$$Lambda$517.0x0000000800e24058","16 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.CharArrayFormatter","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory","16 B (0 %)","1 (0 %)"
"sun.nio.ch.DefaultSelectorProvider$$Lambda$583.0x0000000800e61b50","16 B (0 %)","1 (0 %)"
"java.security.AllPermission","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$Lambda$540.0x0000000800e41870","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$481.0x0000000800da47a8","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.http.parser.MediaTypeCache","16 B (0 %)","1 (0 %)"
"java.lang.Float","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$483.0x0000000800da4be8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$398.0x0000000800dc88d0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConverter","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatterBuilder$InstantPrinterParser","16 B (0 %)","1 (0 %)"
"java.security.AllPermissionCollection","16 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.expression.SpringStandardExpressionObjectFactory","16 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$20.0x0000000800b74a50","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ext.OptionalHandlerFactory","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$257.0x0000000800cfcc30","16 B (0 %)","1 (0 %)"
"sun.nio.ch.Net$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.method.annotation.SessionStatusMethodArgumentResolver","16 B (0 %)","1 (0 %)"
"org.apache.juli.logging.LogFactory","16 B (0 %)","1 (0 %)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$266.0x0000000800d04ee8","16 B (0 %)","1 (0 %)"
"org.springframework.core.log.CompositeLog$$Lambda$225.0x0000000800cae978","16 B (0 %)","1 (0 %)"
"jdk.internal.logger.LazyLoggers$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$519.0x0000000800e259d8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$455.0x0000000800dd0498","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl$$Lambda$88.0x0000000800bd1aa8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.StartupInfoLogger$$Lambda$242.0x0000000800ce10d0","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$82.0x0000000800bcc6b0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$ClassProxyingConfiguration","16 B (0 %)","1 (0 %)"
"java.lang.module.ModuleDescriptor$1","16 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor","16 B (0 %)","1 (0 %)"
"java.util.logging.Level$KnownLevel$$Lambda$46.0x0000000800b98b78","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$57.0x0000000800ba5a60","16 B (0 %)","1 (0 %)"
"java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$PreserveErrorControllerTargetClassPostProcessor","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.core.io.JsonStringEncoder","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$194.0x0000000800c7d238","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.PropertyMapper$$Lambda$395.0x0000000800dc7878","16 B (0 %)","1 (0 %)"
"sun.security.provider.DRBG$$Lambda$74.0x0000000800bc5498","16 B (0 %)","1 (0 %)"
"java.lang.reflect.Proxy$$Lambda$300.0x0000000800d25020","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.BindConverter","16 B (0 %)","1 (0 %)"
"org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda$154.0x0000000800c643f0","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatterBuilder$$Lambda$150.0x0000000800c5c790","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.CharsetCache","16 B (0 %)","1 (0 %)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$28.0x0000000800b7a188","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafDefaultConfiguration","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0 %)","1 (0 %)"
"java.io.RandomAccessFile$2","16 B (0 %)","1 (0 %)"
"sun.management.ClassLoadingImpl","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$287.0x0000000800d164a0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration","16 B (0 %)","1 (0 %)"
"java.net.URL$DefaultFactory","16 B (0 %)","1 (0 %)"
"sun.rmi.server.MarshalInputStream$$Lambda$143.0x0000000800c3c418","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$84.0x0000000800bcf168","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration","16 B (0 %)","1 (0 %)"
"java.lang.StringCoding$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory$DisablePersistSessionListener","16 B (0 %)","1 (0 %)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$11.0x0000000800b55310","16 B (0 %)","1 (0 %)"
"sun.util.cldr.CLDRBaseLocaleDataMetaInfo","16 B (0 %)","1 (0 %)"
"java.lang.reflect.Proxy$$Lambda$34.0x0000000800b908d8","16 B (0 %)","1 (0 %)"
"org.springframework.context.expression.BeanExpressionContextAccessor","16 B (0 %)","1 (0 %)"
"java.util.ResourceBundle$Control","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.config.AutowiredPropertyMarker","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandler","16 B (0 %)","1 (0 %)"
"org.thymeleaf.cache.AlwaysValidCacheEntryValidity","16 B (0 %)","1 (0 %)"
"org.springframework.context.expression.EnvironmentAccessor","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$475.0x0000000800dd3020","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.AnnotationTypeMapping$$Lambda$246.0x0000000800cf4ff0","16 B (0 %)","1 (0 %)"
"java.util.logging.LogManager$CloseOnReset","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.SocketWrapperBase$1","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.SocketWrapperBase$2","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.SocketWrapperBase$3","16 B (0 %)","1 (0 %)"
"java.text.FieldPosition[]","16 B (0 %)","1 (0 %)"
"org.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry[]","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$$Lambda$174.0x0000000800c77d70","16 B (0 %)","1 (0 %)"
"sun.rmi.server.LoaderHandler$$Lambda$147.0x0000000800c408a0","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$520.0x0000000800e25bf0","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.websocket.server.WsSessionListener","16 B (0 %)","1 (0 %)"
"org.thymeleaf.expression.Bools","16 B (0 %)","1 (0 %)"
"java.util.regex.CharPredicates$$Lambda$127.0x0000000800c216a0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.LenientObjectToEnumConverterFactory$LenientToEnumConverter$$Lambda$199.0x0000000800c8c6b0","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$255.0x0000000800cfc7d0","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.HttpHeadersReturnValueHandler","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBinder$Factory","16 B (0 %)","1 (0 %)"
"org.apache.catalina.webresources.Cache$EvictionOrder","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$2","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$1","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$4","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$3","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$6","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$250.0x0000000800cfb868","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$5","16 B (0 %)","1 (0 %)"
"java.lang.invoke.StringConcatFactory$2","16 B (0 %)","1 (0 %)"
"java.lang.invoke.StringConcatFactory$1","16 B (0 %)","1 (0 %)"
"java.lang.invoke.StringConcatFactory$3","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.descriptor.web.SecurityConstraint[]","16 B (0 %)","1 (0 %)"
"org.thymeleaf.expression.Lists","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.modeler.NotificationInfo[]","16 B (0 %)","1 (0 %)"
"java.rmi.server.ObjID$$Lambda$77.0x0000000800bcb108","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.InvocationHandlerGenerator","16 B (0 %)","1 (0 %)"
"org.apache.catalina.core.StandardContext$1","16 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.expression.SPELContextPropertyAccessor","16 B (0 %)","1 (0 %)"
"org.apache.catalina.startup.Tomcat$FixContextListener","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration","16 B (0 %)","1 (0 %)"
"java.time.temporal.TemporalQueries$7","16 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.AnnotationBeanNameGenerator","16 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConfigurationClassParser$$Lambda$304.0x0000000800d2b1e8","16 B (0 %)","1 (0 %)"
"jdk.internal.module.DefaultRoots$$Lambda$1.0x0000000800b53500","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.parsing.PassThroughSourceExtractor","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatterBuilder$2","16 B (0 %)","1 (0 %)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$29.0x0000000800b7a3c0","16 B (0 %)","1 (0 %)"
"org.thymeleaf.expression.Objects","16 B (0 %)","1 (0 %)"
"org.apache.catalina.core.StandardServer$1","16 B (0 %)","1 (0 %)"
"org.apache.catalina.core.StandardServer$2","16 B (0 %)","1 (0 %)"
"com.sun.naming.internal.VersionHelper","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.JspTemplateAvailabilityProvider","16 B (0 %)","1 (0 %)"
"java.util.Collections$EmptyIterator","16 B (0 %)","1 (0 %)"
"org.springframework.context.event.DefaultEventListenerFactory","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$293.0x0000000800d1df40","16 B (0 %)","1 (0 %)"
"org.springframework.http.MediaType$1","16 B (0 %)","1 (0 %)"
"jdk.internal.jimage.ImageStringsReader","16 B (0 %)","1 (0 %)"
"com.sun.naming.internal.VersionHelper$$Lambda$131.0x0000000800c23bc0","16 B (0 %)","1 (0 %)"
"jdk.management.jfr.SettingDescriptorInfo$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory","16 B (0 %)","1 (0 %)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$334.0x0000000800d506d8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.PropertyMapper$$Lambda$157.0x0000000800c65798","16 B (0 %)","1 (0 %)"
"sun.rmi.server.UnicastServerRef$$Lambda$72.0x0000000800baf000","16 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.NumberToDurationConverter","16 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider","16 B (0 %)","1 (0 %)"
"org.thymeleaf.templateparser.raw.RawParser","16 B (0 %)","1 (0 %)"
"java.util.Spliterators$EmptySpliterator$OfDouble","16 B (0 %)","1 (0 %)"
"sun.rmi.server.UnicastServerRef$HashToMethod_Maps","16 B (0 %)","1 (0 %)"
"sun.net.www.protocol.jar.JarFileFactory","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$$Lambda$321.0x0000000800d36440","16 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$Node","16 B (0 %)","1 (0 %)"
"sun.rmi.runtime.Log$$Lambda$66.0x0000000800bac900","16 B (0 %)","1 (0 %)"
