"Name","Total Time","Total Time (CPU)","Hits"
"       org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.springframework.web.filter.FormContentFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                         org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                          org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                           org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                            org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                             org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                              org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                               java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                 org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                  java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
" org.springframework.web.filter.OncePerRequestFilter.doFilter ()","100 ms (-0 %)","100 ms (-0 %)","3"
"  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","3"
"   org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","3"
"    org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.springframework.web.filter.FormContentFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.springframework.web.filter.FormContentFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                         java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                          java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                           org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                            java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
" org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","100 ms (-0 %)","100 ms (-0 %)","1"
"  org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
" org.springframework.web.filter.FormContentFilter.doFilterInternal ()","100 ms (-0 %)","100 ms (-0 %)","1"
"  org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
" org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","100 ms (-0 %)","100 ms (-0 %)","1"
"  org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"   org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.springframework.web.filter.FormContentFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                         java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                          java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                           org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                            java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
" org.apache.tomcat.websocket.server.WsFilter.doFilter ()","100 ms (-0 %)","100 ms (-0 %)","1"
"  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"   org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    org.apache.catalina.valves.ErrorReportValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     org.apache.catalina.core.StandardEngineValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      org.apache.catalina.connector.CoyoteAdapter.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.coyote.http11.Http11Processor.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        org.apache.coyote.AbstractProcessorLight.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                         org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                          org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                           org.apache.tomcat.util.net.SocketProcessorBase.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                            java.util.concurrent.ThreadPoolExecutor.runWorker ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                             java.util.concurrent.ThreadPoolExecutor$Worker.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                              org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                               java.lang.Thread.run ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
" org.apache.coyote.Response.sendHeaders ()","100 ms (-0 %)","100 ms (-0 %)","1"
"  org.apache.catalina.connector.OutputBuffer.doFlush ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"   org.apache.catalina.connector.OutputBuffer.flush ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"    org.apache.catalina.connector.CoyoteOutputStream.flush ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"     com.fasterxml.jackson.core.json.UTF8JsonGenerator.flush ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"      com.fasterxml.jackson.databind.ObjectWriter.writeValue ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"       org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.writeInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"        org.springframework.http.converter.AbstractGenericHttpMessageConverter.write ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"         org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor.writeWithMessageConverters ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"          org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor.handleReturnValue ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"           org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite.handleReturnValue ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"            org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"             org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"              org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"               org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                org.springframework.web.servlet.DispatcherServlet.doDispatch ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                 org.springframework.web.servlet.DispatcherServlet.doService ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                  org.springframework.web.servlet.FrameworkServlet.processRequest ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                   org.springframework.web.servlet.FrameworkServlet.doPost ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                    javax.servlet.http.HttpServlet.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                     org.springframework.web.servlet.FrameworkServlet.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                      javax.servlet.http.HttpServlet.service ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                       org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                        org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                         org.apache.tomcat.websocket.server.WsFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                           org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                             org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                               org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                org.springframework.web.filter.FormContentFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                 org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                   org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                     org.springframework.web.filter.OncePerRequestFilter.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                       org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                        org.apache.catalina.core.StandardWrapperValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                         org.apache.catalina.core.StandardContextValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                          org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
"                                           org.apache.catalina.core.StandardHostValve.invoke ()","0,0 ms (0 %)","0,0 ms (0 %)","1"
